+0000000000005376                                      12                   2                                                                         PROM.INMOB.HABITAD PLANA SL                                                                                                                                                                                                                          02           B12675120                                                                                                                                                                                                                                        ARRAVAL DEL CARMEN                                               victor@activafincas.com+00012540                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005377                                       4                   2                                                                 GESTIONES INMOBILIARIAS COSTAMAR SL                                                                                                                                                                                                                          02           B04302428                                                                                                                                                                                                                                        LAGUNAS DE RUIDERA           950231683                              mapz1971@hotmail.com+00004007                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005378                                      28                   2                                                                                  AMPLIUM HABITAT SL                                                                                                                                                                                                                          02           B84627520                                                                                                                                                                                                                                                PINOS ALTA                                               manuel.velez@amplium.es+00028029                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005379                                      37                   2                                                                                  COYRESA-BEJAR,S.L.                                                                                                                                                                                                                          02           B37341617                                                                                                                                                                                                                                           GABRIEL Y GALAN                                              coyresabejarsl@gmail.com+00037700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005380                                      12                   2                                                                                          OBINESA SL                                                                                                                                                                                                                          02           B46076881                                                                                                                                                                                                                                                 DE GRECIA                                     vtortajada@lubasainmobiliaria.com+00012006                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005381                                      48                   2                                                              JAUREGUIZAR, PROMOCION Y GESTION INMOB                                                                                                                                                                                                                          02           B48472500                                                                                                                                                                                                                                                  QUINTANA                                       rosa@infogestionhipotecaria.com+00048007                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005382                                       8                   2                                                              CAVOP CONSTRUC.ARMADU.VOLAD.OBR.PUB.SL                                                                                                                                                                                                                          02           B58847096                                                                                                                                                                                                                                                SANT CUGAT                                                      cavopsl@yahoo.es+00008302                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005383                                      46                   2                                                                               PROMOCIONES REGOLF SL                                                                                                                                                                                                                          02           B97035745                                                                                                                                                                                                                                        GUERRER DE MOIXENT                                                 vicent@giscostera.com+00046640                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005384                                      17                   2                                                                         OBRES I PROMOCIONS PONS S.A                                                                                                                                                                                                                          02           A17062498                                                                                                                                                                                                                                                   ACEQUIA           972215908                               salvador@oppons.com+00017001                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005385                                      28                   2                                                                                         BUBLAS S.L.                                                                                                                                                                                                                          02           B82622598                                                                                                                                                                                                                                           DE LA CONCORDIA                                               marcebugallo@hotmail.es+00028751                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005386                                       3                   2                                                                              SIERRA CORTINA 2000 SL                                                                                                                                                                                                                          02           B53449070                                                                                                                                                                                                                                                  BENIARDA                                           fjsanjuan@murciapuchades.es+00003502                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005387                                       5                   2                                                                                     PROMOAVILA S.A.                                                                                                                                                                                                                          02           A78827300                                                                                                                                                                                                                                                SAN MIGUEL           920213679                         promoavila@promoavila.com+00005001                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005388                                      28                   2                                                                              PARQUE LAS CA#AS, S.L.                                                                                                                                                                                                                          02           B84627348                                                                                                                                                                                                                                              CAPITAN HAYA                                          javier.perez@grupoquabit.com+00028020                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005389                                      11                   2                                                            PROINCA,PROMOCION E INVERSIONES CADIZ SL                                                                                                                                                                                                                          02           B11394426                                                                                                                                                                                                                                                LA BARROSA           956303204                        info@maurinoyasociados.com+00011130                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005390                                      36                   2                                                                         GAROTESA PROMOCIONES, S. L.                                                                                                                                                                                                                          02           B36518520                                                                                                                                                                                                                                         ROSALIA DE CASTRO                                        miguelangeloteromeis@gmail.com+00036001                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005391                                      12                   2                                                                        A Y G PROINTER CASTELLON, SL                                                                                                                                                                                                                          02           B12668323                                                                                                                                                                                                                                                   MIJARES                                                         ayg@gmail.com+00012002                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005392                                      46                   2                                                                                 MIRA L'AIGUERA S.L.                                                                                                                                                                                                                          02           B96995022                                                                                                                                                                                                                                           MAESTRO SERRANO                                                mirabenidorm@gmail.com+00046650                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005393                                      28                   2                                                                            QUABIT INMOBILIARIA S.A.                                                                                                                                                                                                                          02           A96911482                                                                                                                                                                                                                                              CAPITAN HAYA                                        Silvia.Sanchez@grupoquabit.com+00028020                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005394                                      28                   2                                                                                         MOTEMA S.L.                                                                                                                                                                                                                          02           B80190242                                                                                                                                                                                                                                                CARBALLINO                                              josep.reverter@motema.es+00028925                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005395                                      28                   2                                                                             SKANNIA EUROGROUP, S.L.                                                                                                                                                                                                                          02           B20891206                                                                                                                                                                                                                                                   ROSALES                                                     moracapa@yahoo.es+00028935                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005396                                                           2                                                                                      VIPROSAN, S.L.                                                                                                                                                                                                                          02           B35783893                                                                                                                                                                                                                                                   HIGUERA                                                jopepavipo@hotmail.com+00035320                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
